Timestamp, Still, Foot, Walking,Running,Bicycle,Vehicle,Tilting,Unknown
21:40:09.90,3,8,8,0,14,60,0,16
21:40:09.90,3,8,8,0,14,60,0,16
21:40:09.91,3,8,8,0,14,60,0,16
21:40:09.91,3,8,8,0,14,60,0,16
21:40:09.92,3,8,8,0,14,60,0,16
21:40:09.92,3,8,8,0,14,60,0,16
21:40:09.92,3,8,8,0,14,60,0,16
21:40:09.92,3,8,8,0,14,60,0,16
21:40:09.92,3,8,8,0,14,60,0,16
21:40:09.93,3,8,8,0,14,60,0,16
21:40:09.93,3,8,8,0,14,60,0,16
21:40:09.93,3,8,8,0,14,60,0,16
21:40:09.93,3,8,8,0,14,60,0,16
21:40:09.93,3,8,8,0,14,60,0,16
21:40:09.94,3,8,8,0,14,60,0,16
21:40:09.94,3,8,8,0,14,60,0,16
21:40:09.94,3,8,8,0,14,60,0,16
21:40:09.95,3,8,8,0,14,60,0,16
21:40:09.95,3,8,8,0,14,60,0,16
21:40:22.44,0,12,12,0,16,39,0,35
21:40:22.45,0,12,12,0,16,39,0,35
21:40:22.45,0,12,12,0,16,39,0,35
21:40:22.45,0,12,12,0,16,39,0,35
21:40:22.45,0,12,12,0,16,39,0,35
21:40:22.46,0,12,12,0,16,39,0,35
21:40:22.46,0,12,12,0,16,39,0,35
21:40:22.46,0,12,12,0,16,39,0,35
21:40:22.47,0,12,12,0,16,39,0,35
21:40:22.47,0,12,12,0,16,39,0,35
21:40:22.47,0,12,12,0,16,39,0,35
21:40:22.47,0,12,12,0,16,39,0,35
21:40:22.48,0,12,12,0,16,39,0,35
21:40:22.48,0,12,12,0,16,39,0,35
21:40:22.48,0,12,12,0,16,39,0,35
21:40:22.48,0,12,12,0,16,39,0,35
21:40:22.48,0,12,12,0,16,39,0,35
21:40:22.49,0,12,12,0,16,39,0,35
21:40:22.49,0,12,12,0,16,39,0,35
21:40:25.91,2,20,20,0,9,45,0,25
21:40:25.91,2,20,20,0,9,45,0,25
21:40:25.91,2,20,20,0,9,45,0,25
21:40:25.92,2,20,20,0,9,45,0,25
21:40:25.92,2,20,20,0,9,45,0,25
21:40:25.92,2,20,20,0,9,45,0,25
21:40:25.92,2,20,20,0,9,45,0,25
21:40:25.92,2,20,20,0,9,45,0,25
21:40:25.93,2,20,20,0,9,45,0,25
21:40:25.93,2,20,20,0,9,45,0,25
21:40:25.94,2,20,20,0,9,45,0,25
21:40:25.94,2,20,20,0,9,45,0,25
21:40:25.94,2,20,20,0,9,45,0,25
21:40:25.94,2,20,20,0,9,45,0,25
21:40:25.94,2,20,20,0,9,45,0,25
21:40:25.95,2,20,20,0,9,45,0,25
21:40:25.95,2,20,20,0,9,45,0,25
21:40:25.95,2,20,20,0,9,45,0,25
21:40:25.95,2,20,20,0,9,45,0,25
21:40:45.30,0,71,69,2,8,19,0,2
21:40:45.30,0,71,69,2,8,19,0,2
21:40:45.30,0,71,69,2,8,19,0,2
21:40:45.31,0,71,69,2,8,19,0,2
21:40:45.31,0,71,69,2,8,19,0,2
21:40:45.31,0,71,69,2,8,19,0,2
21:40:45.31,0,71,69,2,8,19,0,2
21:40:45.32,0,71,69,2,8,19,0,2
21:40:45.32,0,71,69,2,8,19,0,2
21:40:45.33,0,71,69,2,8,19,0,2
21:40:45.33,0,71,69,2,8,19,0,2
21:40:45.33,0,71,69,2,8,19,0,2
21:40:45.33,0,71,69,2,8,19,0,2
21:40:45.33,0,71,69,2,8,19,0,2
21:40:45.34,0,71,69,2,8,19,0,2
21:40:45.34,0,71,69,2,8,19,0,2
21:40:45.34,0,71,69,2,8,19,0,2
21:40:45.34,0,71,69,2,8,19,0,2
21:40:45.35,0,71,69,2,8,19,0,2
21:40:45.35,0,71,69,2,8,19,0,2
21:40:49.32,0,100,92,8,0,0,0,0
21:40:49.33,0,100,92,8,0,0,0,0
21:40:49.33,0,100,92,8,0,0,0,0
21:40:49.34,0,100,92,8,0,0,0,0
21:40:49.34,0,100,92,8,0,0,0,0
21:40:49.35,0,100,92,8,0,0,0,0
21:40:49.35,0,100,92,8,0,0,0,0
21:40:49.35,0,100,92,8,0,0,0,0
21:40:49.36,0,100,92,8,0,0,0,0
21:40:49.36,0,100,92,8,0,0,0,0
21:40:49.36,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.37,0,100,92,8,0,0,0,0
21:40:49.38,0,100,92,8,0,0,0,0
21:40:49.38,0,100,92,8,0,0,0,0
21:40:49.38,0,100,92,8,0,0,0,0
21:40:53.33,0,85,85,0,0,8,0,8
21:40:53.33,0,85,85,0,0,8,0,8
21:40:53.33,0,85,85,0,0,8,0,8
21:40:53.33,0,85,85,0,0,8,0,8
21:40:53.34,0,85,85,0,0,8,0,8
21:40:53.34,0,85,85,0,0,8,0,8
21:40:53.34,0,85,85,0,0,8,0,8
21:40:53.34,0,85,85,0,0,8,0,8
21:40:53.35,0,85,85,0,0,8,0,8
21:40:53.35,0,85,85,0,0,8,0,8
21:40:53.35,0,85,85,0,0,8,0,8
21:40:53.35,0,85,85,0,0,8,0,8
21:40:53.36,0,85,85,0,0,8,0,8
21:40:53.36,0,85,85,0,0,8,0,8
21:40:53.36,0,85,85,0,0,8,0,8
21:40:53.36,0,85,85,0,0,8,0,8
21:40:53.36,0,85,85,0,0,8,0,8
21:40:53.37,0,85,85,0,0,8,0,8
21:40:53.37,0,85,85,0,0,8,0,8
21:40:53.37,0,85,85,0,0,8,0,8
